Verein	ZVR-Zahl	Bezirk	Foerderung_ref	Typ	Jahr	Betrag_EUR	Quelle	Fördergegenstand — Anmerkungen	Programm	Kurzname	Verein_key
small forms - Verein zur Förderung und Verbreitung von zeitgenössischen Musikformen	503262449	16	BMKöS_BMWKMS	Beschluss	2025	10000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen		Smallforms	small forms - verein zur förderung und verbreitung von zeitgenössischen musikformen
small forms - Verein zur Förderung und Verbreitung von zeitgenössischen Musikformen	503262449	16	MA7	Beschluss	2026	15000.0	Transparenzportal IFG 2026	ausbezahlt: Förderungen von Einzelnvorhaben im Bereich der Musik		Smallforms	small forms - verein zur förderung und verbreitung von zeitgenössischen musikformen
small forms - Verein zur Förderung und Verbreitung von zeitgenössischen Musikformen	503262449	16	BMKöS_BMWKMS	Beschluss	2026	10000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen		Smallforms	small forms - verein zur förderung und verbreitung von zeitgenössischen musikformen
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	MA7	Beschluss	2026	25000.0	Transparenzportal IFG 2026	ausbezahlt: Förderungen von Einzelnvorhaben im Bereich der Musik			moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	BMKöS_BMWKMS	Beschluss	2025	30000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	MA7	Beschluss	2025	27000.0	Transparenzportal IFG 2025	ausbezahlt: Förderungen von Einzelnvorhaben im Bereich der Musik			moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
punctum collective, Verein zur Förderung zeitgenössischer Musik und transmedialer Kunstformate	1310873198	5	MA7	Beschluss	2026	8000.0	Transparenzportal IFG 2026	ausbezahlt: Förderungen von Einzelnvorhaben im Bereich der Musik			punctum collective, verein zur förderung zeitgenössischer musik und transmedialer kunstformate
punctum collective, Verein zur Förderung zeitgenössischer Musik und transmedialer Kunstformate	1310873198	5	MA7	Beschluss	2025	8000.0	Transparenzportal IFG 2025	ausbezahlt: Förderungen von Einzelnvorhaben im Bereich der Musik			punctum collective, verein zur förderung zeitgenössischer musik und transmedialer kunstformate
punctum collective, Verein zur Förderung zeitgenössischer Musik und transmedialer Kunstformate	1310873198	5	BMKöS_BMWKMS	Beschluss	2025	9000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			punctum collective, verein zur förderung zeitgenössischer musik und transmedialer kunstformate
punctum collective, Verein zur Förderung zeitgenössischer Musik und transmedialer Kunstformate	1310873198	5	BMKöS_BMWKMS	Beschluss	2026	9000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			punctum collective, verein zur förderung zeitgenössischer musik und transmedialer kunstformate
ensemble N - Verein und Ensemble für zeitgenössische Musik	1612878478	10	MA7	Beschluss	2026	15000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			ensemble n - verein und ensemble für zeitgenössische musik
ensemble N - Verein und Ensemble für zeitgenössische Musik	1612878478	10	MA7	Beschluss	2026	8000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			ensemble n - verein und ensemble für zeitgenössische musik
ensemble N - Verein und Ensemble für zeitgenössische Musik	1612878478	10	BMKöS_BMWKMS	Beschluss	2025	15000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			ensemble n - verein und ensemble für zeitgenössische musik
ensemble N - Verein und Ensemble für zeitgenössische Musik	1612878478	10	MA7	Beschluss	2025	8000.0	Transparenzportal IFG 2025	ausbezahtl: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Musik			ensemble n - verein und ensemble für zeitgenössische musik
czirp czirp - experimental and sonic arts. Verein zur Förderung Experimenteller und\nKlang-Kunst	460617721	8	BMKöS_BMWKMS	Beschluss	2025	15000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			czirp czirp - experimental and sonic arts. verein zur förderung experimenteller und\nklang-kunst
czirp czirp - experimental and sonic arts. Verein zur Förderung Experimenteller und\nKlang-Kunst	460617721	8	MA7	Beschluss	2026	22000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			czirp czirp - experimental and sonic arts. verein zur förderung experimenteller und\nklang-kunst
czirp czirp - experimental and sonic arts. Verein zur Förderung Experimenteller und\nKlang-Kunst	460617721	8	BMKöS_BMWKMS	Beschluss	2026	30000.0	Transparenzportal IFG 2026	ausbezahtl: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Musik			czirp czirp - experimental and sonic arts. verein zur förderung experimenteller und\nklang-kunst
The Acousmatic Project - Verein zur Förderung Akusmatischer Musik	874404447	2	MA7	Beschluss	2025	15000.0	Transparenzportal IFG 2025	ausbezahtl: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Musik			the acousmatic project - verein zur förderung akusmatischer musik
The Acousmatic Project - Verein zur Förderung Akusmatischer Musik	874404447	2	MA7	Beschluss	2025	16000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			the acousmatic project - verein zur förderung akusmatischer musik
id/l Agentur für Kunst und Kultur	214732532	18	MA7	Beschluss	2026	50000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen		id/l	id/l agentur für kunst und kultur
id/l Agentur für Kunst und Kultur	214732532	18	BMKöS_BMWKMS	Beschluss	2026	23000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen		id/l	id/l agentur für kunst und kultur
id/l Agentur für Kunst und Kultur	214732532	18	MA7	Beschluss	2025	50000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen		id/l	id/l agentur für kunst und kultur
id/l Agentur für Kunst und Kultur	214732532	18	BMKöS_BMWKMS	Beschluss	2025	23000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung Festspiele und ähnlichen Saisonveranstaltungen Förderungen		id/l	id/l agentur für kunst und kultur
liccht - kulturverein für nischenmusik und populärkultur	1472352125	3	MA7	Beschluss	2025	13000.0	Transparenzportal IFG 2025	ausbezahlt: Föderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik		liccht	liccht - kulturverein für nischenmusik und populärkultur
echoraum Vereinigung zur Förderung der Kulturkommunikation	884318065	15	MA7	Beschluss	2026	60000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik		echoraum	echoraum vereinigung zur förderung der kulturkommunikation
echoraum Vereinigung zur Förderung der Kulturkommunikation	884318065	15	MA7	Beschluss	2026	20000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen		echoraum	echoraum vereinigung zur förderung der kulturkommunikation
echoraum Vereinigung zur Förderung der Kulturkommunikation	884318065	15	MA7	Beschluss	2025	110000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik		echoraum	echoraum vereinigung zur förderung der kulturkommunikation
echoraum Vereinigung zur Förderung der Kulturkommunikation	884318065	15	MA7	Beschluss	2025	12000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen		echoraum	echoraum vereinigung zur förderung der kulturkommunikation
The Acousmatic Project - Verein zur Förderung Akusmatischer Musik	874404447	2	MA7	Beschluss	2026	10000.0	Transparenzportal IFG 2026	ausbezahtl: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Musik			the acousmatic project - verein zur förderung akusmatischer musik
The Acousmatic Project - Verein zur Förderung Akusmatischer Musik	874404447	2	MA7	Beschluss	2026	16000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			the acousmatic project - verein zur förderung akusmatischer musik
liccht - kulturverein für nischenmusik und populärkultur	1472352125	3	MA7	Beschluss	2026	12000.0	Transparenzportal IFG 2026	ausbezahlt: Föderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik		liccht	liccht - kulturverein für nischenmusik und populärkultur
Studio Dan - Verein für Neue Musik	408034688	20	BMKöS_BMWKMS	Beschluss	2025	54000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen		Studio Dan	studio dan - verein für neue musik
Studio Dan - Verein für Neue Musik	408034688	20	MA7	Beschluss	2026	35000.0	Transparenzportal IFG 2026	ausbezahlt: Föderung von Einzelvorhaben und Jahrestätigkeiten freier Gruppen im Bereich der darstellende Kunst 		Studio Dan	studio dan - verein für neue musik
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2026	120000.0	Transparenzportal IFG 2026	ausbezahlt: Bildendekunst Förderung von Vereinen, vergleichbaren Einrichtungen		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser,\nkurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2026	200000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelnvorhaben / Jahrestätigkeiten von Institutionen im Bereich der Darstellenden Kunst 		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser,\nkurzbezeichnung wuk werkstätten- und kulturhaus
Jazz & Musicclub Porgy & Bess	79072322	4	BMKöS_BMWKMS	Beschluss	2025	350000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen		Porgy & Bess	jazz & musicclub porgy & bess
Peer to Peer - Verein zur Förderung und Verbreitung experimenteller Musik  interdisziplinärer Kunstformate und Diskurs	1254357283	20	BMKöS_BMWKMS	Beschluss	2026	27000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			peer to peer - verein zur förderung und verbreitung experimenteller musik  interdisziplinärer kunstformate und diskurs
Peer to Peer - Verein zur Förderung und Verbreitung experimenteller Musik  interdisziplinärer Kunstformate und Diskurs	1254357283	20	MA7	Beschluss	2025	55000.0	Transparenzportal IFG 2025	ausbezahlt: Föderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			peer to peer - verein zur förderung und verbreitung experimenteller musik  interdisziplinärer kunstformate und diskurs
Peer to Peer - Verein zur Förderung und Verbreitung experimenteller Musik  interdisziplinärer Kunstformate und Diskurs	1254357283	20	BMKöS_BMWKMS	Beschluss	2025	25000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			peer to peer - verein zur förderung und verbreitung experimenteller musik  interdisziplinärer kunstformate und diskurs
Studio Dan - Verein für Neue Musik	408034688	20	MA7	Beschluss	2024	100000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Orchester & Ensemble Musik	Mehrjährige Gesamtförderung 2024–2025 (2024)	Studio Dan	studio dan - verein für neue musik
Studio Dan - Verein für Neue Musik	408034688	20	MA7	Beschluss	2023	70000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Orchester & Ensemble Musik	Gesamtförderung 2023	Studio Dan	studio dan - verein für neue musik
Studio Dan - Verein für Neue Musik	408034688	20	MA7	Beschluss	2022	20000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezaht: Einzelnförderungen (Projekte) Musik	ZONK!?!!	Studio Dan	studio dan - verein für neue musik
SHIZZLE - Kunst- und Kulturverein	818583997	17	MA7	Beschluss	2022	30000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Gesamtförderungen Kulturinitiativen			shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	MA7	Beschluss	2023	35000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Gesamtförderungen Kulturinitiativen			shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	MA7	Beschluss	2024	35000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Gesamtförderungen Kulturinitiativen			shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	BMKöS_BMWKMS	Beschluss	2024	14000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Kunst- und Kulturprojekte Vereine	Forum Kulturnetz Hernals 		shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	BMKöS_BMWKMS	Beschluss	2023	14000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Kulturprogramme und Vermittlung	Forum Kulturnetz Hernals 		shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	BMKöS_BMWKMS	Beschluss	2022	13000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Kulturprogramme und Vermittlung	Forum Kulturnetz Hernals 		shizzle - kunst- und kulturverein
Wien Modern, Verein für neue Musik	678661440	3	MA7	Beschluss	2024	1040000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Festivals Musik — Mehrjährige Gesamtförderung 2024-2025 (2024)		Wien Modern	wien modern, verein für neue musik
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	MA7	Beschluss	2024	24000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Orchester & Ensembles Musik – Gesamtförderung 2024			klang.kunst.etage - verein für experimentelle musik und kunstprojekte
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	BMKöS_BMWKMS	Beschluss	2025	11000.0	Transparenzportal IFG 2025	ausbezahlt: Musik: Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			klang.kunst.etage - verein für experimentelle musik und kunstprojekte
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	BMKöS_BMWKMS	Beschluss	2026	22000.0	Transparenzportal IFG 2026	ausbezahlt: Musik: Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			klang.kunst.etage - verein für experimentelle musik und kunstprojekte
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	MA7	Beschluss	2025	26000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			klang.kunst.etage - verein für experimentelle musik und kunstprojekte
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	MA7	Beschluss	2026	26000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			klang.kunst.etage - verein für experimentelle musik und kunstprojekte
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	MA7	Beschluss	2024	22000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Orchester & Ensembles Musik	Black Page Orchestra Konzerte		moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
Verein für elektroakustische Musik; Kurztitel VELAK	229137709	5	MA7	Beschluss	2024	6500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelförderung (Projekte) Musik	VELAK Gala		verein für elektroakustische musik kurztitel velak
Verein für Kunstvermischung	448124582	17	MA7	Beschluss	2024	25000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelförderung (Projekte) Musik	Der Blöde Dritte Mittwoch		verein für kunstvermischung
Verein zur Förderung der Neuen Musik im Kirchenraum	812262237	15	MA7	Beschluss	2024	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelförderung (Projekte) Musik	Neue Musik in St. Ruprecht		verein zur förderung der neuen musik im kirchenraum
Verein zur Förderung von Subkultur	815077150	12	MA7	Beschluss	2024	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelförderung (Projekte) Musik	Salon skug		verein zur förderung von subkultur
Verein zur Förderung von Subkultur	815077150	12	MA7	Beschluss	2024	5000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelförderung (Projekte) Wissenschaft, Museen — Ausnahme	skug Talks & Diskurs 		verein zur förderung von subkultur
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	MA7	Beschluss	2024	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Festivals Musik	Festival SUAL		sp ce. verein zur förderung von kunst und transdisziplinarität
On the Couch - zur Förderung von Kunst und Kultur in der Gesellschaft	1742094788	3	MA7	Beschluss	2024	7000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelförderung (Projekte) Musik	On the Couch Studiokonzerte	On the Couch	on the couch - zur förderung von kunst und kultur in der gesellschaft
