Verein	ZVR-Zahl	Bezirk	Foerderung_ref	Typ	Jahr	Betrag_EUR	Quelle	Anmerkungen	Programm	Kurzname	Verein_key
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	BMKöS	Beschluss	2023	7000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Projekte Medienkunst – Festival Sual			sp ce. verein zur förderung von kunst und transdisziplinarität
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	BMKöS	Beschluss	2023	2500.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Festspiele, Großveranstaltungen – Musik und darstellende Kunst			sp ce. verein zur förderung von kunst und transdisziplinarität
id/l Agentur für Kunst und Kultur	214732532	18	BMKöS	Beschluss	2023	22000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Sonic Territories	Sonic Territories Festival	id/l	id/l agentur für kunst und kultur
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	BMKöS	Beschluss	2023	10000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Jahresprogramme			klang.kunst.etage - verein für experimentelle musik und kunstprojekte
RRRIOT - Verein zur Förderung und Vermittlung feministischen Kulturschaffens	176821539	10	BMKöS	Beschluss	2024	7000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Jahresprogramme			rrriot - verein zur förderung und vermittlung feministischen kulturschaffens
FAM Kulturverein	[nicht dokumentiert]	[Klagenfurt]	BMKöS	Beschluss	2024	10000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: nawa music & film festival	NAWA Festival		fam kulturverein
"Vienna.ACTS"", Verein zur Förderung von Kunst"	130944845	7	BMKöS	Beschluss	2024	28000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Jahresprogramme			"""vienna.acts"", verein zur förderung von kunst"
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser,\nKurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS	Beschluss	2024	450000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Kulturinitiativen		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser,\nkurzbezeichnung wuk werkstätten- und kulturhaus
Wien Modern, Verein für neue Musik	678661440	3	BMKöS	Beschluss	2024	350000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Festspiele, Großveranstaltungen – Musik und darstellende Kunst		Wien Modern	wien modern, verein für neue musik
Central Garden	17183473	2	BMKöS	Beschluss	2024	2000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Little Donau III	Little Donau III		central garden
Central Garden	17183473	2	BMKöS	Beschluss	2024	2500.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Little Donau	Little Donau		central garden
Verein für Kunstvermischung	448124582	17	BMKöS	Beschluss	2024	13650.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Der Blöde Dritte Mittwoch	Der Blöde Dritte Mittwoch		verein für kunstvermischung
id/l Agentur für Kunst und Kultur	214732532	18	BMKöS	Beschluss	2024	22000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Sonic Territories	Sonic Territories Festival	id/l	id/l agentur für kunst und kultur
SISTERS - Verein für queer feministische Kunst und Kultur	914774238	15	BMKöS	Beschluss	2024	10000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Hyperreality	HYPERREALITY		sisters - verein für queer feministische kunst und kultur
Regina Fisch	[Einzelperson]	[nicht dokumentiert]	BMKöS	Beschluss	2024	3000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Festival for Jazz and Adventurous Music. Einzelperson	Festival for Jazz and Adventurous Music		regina fisch
Salam Oida - Verein zur Förderung von Vielfalt in Kunst und Kultur , kurz: Salam\nOida	1781236046	[nicht dokumentiert]	BMKöS	Beschluss			Kunst- und Kulturbericht des Bundes	Muslim*Contemporary. Betrag nicht dokumentiert		Salam Oida	salam oida - verein zur förderung von vielfalt in kunst und kultur , kurz: salam\noida
KUNSTVEREIN WIEN	255086602	1	MA7	[nicht dokumentiert]			[nicht dokumentiert]	"Venue im Corpus. Keine Förderdaten vorhanden. Im Impressum als ""Alte Schmiede Kunstverein Wien"" geführt und mit dem Logo der Stadt Wien"			kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2025	10000.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Bildende Kunst			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2025	14000.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Musik			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2025	25000.0	Transparenzportal IFG 2025	Video- Medienkunst Vereinsförderung			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2025	5000.0	Transparenzportal IFG 2025	Förderung internationaler Projekte			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2026	10000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Bildende Kunst			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2026	14000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Musik			tonspur kunstverein wien
TONSPUR Kunstverein Wien	824358800	7	MA7	Beschluss	2026	25000.0	Transparenzportal IFG 2026	Video- Medienkunst Vereinsförderung			tonspur kunstverein wien
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	MA7	Beschluss	2025	10000.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Musik			suena - verein zur förderung und verbreitung neuer musik
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	BMKöS	Beschluss	2025	6500.0	Transparenzportal IFG 2025	"Förderung Festspiele und ähnlichen Saisonveranstaltungen Förderungen			
"			suena - verein zur förderung und verbreitung neuer musik
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	MA7	Beschluss	2026	10000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Musik			suena - verein zur förderung und verbreitung neuer musik
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	MA7	Beschluss	2026	7000.0	Transparenzportal IFG 2026	Musik Vereinsförderung			suena - verein zur förderung und verbreitung neuer musik
Verein für elektroakustische Musik, Kurztitel VELAK	229137709	5	MA7	Beschluss	2025	6000.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Musik			verein für elektroakustische musik, kurztitel velak
Verein für elektroakustische Musik, Kurztitel VELAK	229137709	5	MA7	Beschluss	2025	13500.0	Transparenzportal IFG 2025	Musik Vereinsförderung			verein für elektroakustische musik, kurztitel velak
Verein für elektroakustische Musik, Kurztitel VELAK	229137709	5	MA7	Beschluss	2026	5000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Musik			verein für elektroakustische musik, kurztitel velak
Verein für elektroakustische Musik, Kurztitel VELAK	229137709	5	MA7	Beschluss	2026	27000.0	Transparenzportal IFG 2026	Musik Vereinsförderung			verein für elektroakustische musik, kurztitel velak
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	MA7	Beschluss	2025	20000.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Musik			kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	MA7	Beschluss	2025	17500.0	Transparenzportal IFG 2025	Musik Vereinsförderung			kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	MA7	Beschluss	2026	15000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Musik			kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	MA7	Beschluss	2026	17500.0	Transparenzportal IFG 2026	Musik Vereinsförderung			kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	Bezirkskultur	Beschluss	2026	1800.0	Transparenzportal IFG 2026	Bezirkskulturförderung			kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur	1799027468	18	MA7	Beschluss	2025	16500.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Musik			augend&addend - verein zur förderung und erweiterung transformativer klangräume und queerer clubkultur
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur	1799027468	18	MA7	Beschluss	2025	3700.0	Transparenzportal IFG 2025	Musik Vereinsförderung			augend&addend - verein zur förderung und erweiterung transformativer klangräume und queerer clubkultur
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur	1799027468	18	MA7	Beschluss	2026	2000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Kulturinitiativen			augend&addend - verein zur förderung und erweiterung transformativer klangräume und queerer clubkultur
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	MA7	Beschluss	2025	12000.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Musik			parken, verein zur förderung experimenteller musik im öffentlichem raum
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	MA7	Beschluss	2025	10000.0	Transparenzportal IFG 2025	Musik Vereinsförderung			parken, verein zur förderung experimenteller musik im öffentlichem raum
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	MA7	Beschluss	2026	6000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Musik			parken, verein zur förderung experimenteller musik im öffentlichem raum
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	MA7	Beschluss	2026	20000.0	Transparenzportal IFG 2026	Musik Vereinsförderung			parken, verein zur förderung experimenteller musik im öffentlichem raum
SHIZZLE - Kunst- und Kulturverein	818583997	17	MA7	Beschluss	2025	30000.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Kulturinitiativen			shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	MA7	Beschluss	2025	14000.0	Transparenzportal IFG 2025	Regionale Kulturinitiativen			shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	Bezirkskultur	Beschluss	2025	8000.0	Transparenzportal IFG 2025	Bezirkskulturförderung			shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	MA7	Beschluss	2026	20000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Kulturinitiativen			shizzle - kunst- und kulturverein
Setzkasten, Verein und Werkstatt zur Förderung intermedialer Kunst	314108954	17	MA7	Beschluss	2025	22000.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Kulturinitiativen			setzkasten, verein und werkstatt zur förderung intermedialer kunst
Setzkasten, Verein und Werkstatt zur Förderung intermedialer Kunst	314108954	17	MA7	Beschluss	2025	8000.0	Transparenzportal IFG 2025	Video- Medienkunst Vereinsförderung			setzkasten, verein und werkstatt zur förderung intermedialer kunst
Setzkasten, Verein und Werkstatt zur Förderung intermedialer Kunst	314108954	17	MA7	Beschluss	2026	15000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Kulturinitiativen			setzkasten, verein und werkstatt zur förderung intermedialer kunst
Verein für Kunstvermischung	448124582	17	MA7	Beschluss	2025	26000.0	Transparenzportal IFG 2025	Förderung Einzelvorhaben Musik			verein für kunstvermischung
Verein für Kunstvermischung	448124582	17	MA7	Beschluss	2025	13000.0	Transparenzportal IFG 2025	Regionale Kulturinitiativen			verein für kunstvermischung
Verein für Kunstvermischung	448124582	17	MA7	Beschluss	2026	25000.0	Transparenzportal IFG 2026	Förderung Einzelvorhaben Musik			verein für kunstvermischung
Verein für Kunstvermischung	448124582	17	MA7	Beschluss	2026	13000.0	Transparenzportal IFG 2026	Regionale Kulturinitiativen			verein für kunstvermischung
Little Rosies Improvisationsgruppe – Verein für musikalische Improvisation und Zeitgeist	1773953936	20	MA7	Beschluss	2023	12000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	Gesamtförderung 2023. Orchester & Ensembles			little rosies improvisationsgruppe – verein für musikalische improvisation und zeitgeist
Little Rosies Improvisationsgruppe – Verein für musikalische Improvisation und Zeitgeist	1773953937	20	BMKöS	Beschluss	2025	5000.0	Transparenzportal IFG 2025	Musik: Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			little rosies improvisationsgruppe – verein für musikalische improvisation und zeitgeist
Little Rosies Improvisationsgruppe – Verein für musikalische Improvisation und Zeitgeist	1773953938	20	MA7	Beschluss	2026	5000.0	Transparenzportal IFG 2026	Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			little rosies improvisationsgruppe – verein für musikalische improvisation und zeitgeist
Little Rosies Improvisationsgruppe – Verein für musikalische Improvisation und Zeitgeist	1773953939	20	BMKöS	Beschluss	2026	5000.0	Transparenzportal IFG 2026	Musik: Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			little rosies improvisationsgruppe – verein für musikalische improvisation und zeitgeist
Antunes de Menezes Melissa	[Einzelperson]	3	MA7	Beschluss	2024	5000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: TENDER MATTER Programm. Einzelperson, Mitbetreiberin von Tender Matter (mit Tony Wagner). Bezirk nicht ermittelbar	TENDER MATTER Programm		antunes de menezes melissa
Aufführungen Neuer Musik	291788114	3	MA7	Beschluss	2024	3500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	cercle – konzertreihe für neue musik. Einzelförderung Projekte	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	MA7	Beschluss	2025	3500.0	Transparenzportal IFG 2025	Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	BMKöS	Beschluss	2025	5000.0	Transparenzportal IFG 2025	Musik: Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	MA7	Beschluss	2022	3500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	cercle – konzertreihe für neue musik. Einzelförderung Projekte	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	MA7	Beschluss	2023	3500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	cercle – konzertreihe für neue musik. Einzelförderung Projekte	cercle – konzertreihe für neue musik		aufführungen neuer musik
Antunes de Menezes Melissa	[Einzelperson]	[nicht dokumentiert]	MA7	Beschluss	2022	4000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Tender Matter, The Future Konzertreihe. Einzelperson	Tender Matter, The Future Konzertreihe		antunes de menezes melissa
snim - spontanes Netzwerk für improvisierte Musik	461480763	15	MA7	Beschluss	2022	3000	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	das kleine symposion und snim-Abend. Festival			snim - spontanes netzwerk für improvisierte musik
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	MA7	Beschluss	2022	6000	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	Festival SUAL			sp ce. verein zur förderung von kunst und transdisziplinarität
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	MA7	Beschluss	2023	20000	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	posthuman social club			andother stage - verein für künstlerische forschung und transdiszplinäre kunst
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	MA7	Beschluss	2023	10000	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	when we play			andother stage - verein für künstlerische forschung und transdiszplinäre kunst
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	MA7	Beschluss	2024	15000	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	Posthuman social club Vol. 3 – in the dark			andother stage - verein für künstlerische forschung und transdiszplinäre kunst
Kunstverein KLANGWERK	[nicht dokumentiert]	[nicht dokumentiert]	MA7	Beschluss	2023	3000	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	NoMaden des Seins in Wien			kunstverein klangwerk
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	MA7	Beschluss	2023	9000	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	Projektförderung Christoph Cech Jazz Orchestra Project (CCJOP) / Stageband im Porgy & Bess			verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
ensemble N - Verein und Ensemble für zeitgenössische Musik	[nicht dokumentiert]	[nicht dokumentiert]	MA7	Beschluss	2024	4000	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ILLUSIONEN – Konzertreihe im 1. Halbjahr 2024			ensemble n - verein und ensemble für zeitgenössische musik
ensemble N - Verein und Ensemble für zeitgenössische Musik	[nicht dokumentiert]	[nicht dokumentiert]	MA7	Beschluss	2024	4000	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	RECURRENCES – Konzertreihe im 2. Halbjahr 2024			ensemble n - verein und ensemble für zeitgenössische musik
